name,address
USDC_WETH,0x397ff1542f962076d0bfe58ea045ffa2d347aca0
WETH_USDT,0x06da0fd433c1a5d7a4faa01111c044910a184553
DAI_WETH,0xc3d03e4f041fd4cd388c549ee2a29a9e5075882f
MIM_WETH,0x07d5695a24904cc1b6e3bd57cc7780b90618e3c4
FRAX_WETH,0xec8c342bc3e07f05b9a782bc34e7f04fb9b44502
